Audiobook name,Review Date,Rating,Transaction ID
Other,12/09/17,10,6613810
Audiobook #4,12/09/17,9,7185610
Audiobook #7,12/09/17,8,9655840
Audiobook #4,12/09/17,8,6407720
Audiobook #1,12/09/17,10,6415320
Audiobook #4,12/09/17,10,6422420
Audiobook #1,12/09/17,10,6534940
Audiobook #4,12/09/17,6,7042620
Audiobook #7,12/09/17,10,6678210
Audiobook #7,12/09/17,6,7825140
Other,12/09/17,10,6442410
Audiobook #9,12/09/17,9,6448530
Audiobook #4,12/09/17,10,6449920
Audiobook #1,12/09/17,9,6775411
Other,12/09/17,10,6677250
Audiobook #2,11/09/17,7,6554720
Audiobook #1,11/09/17,10,6788320
Audiobook #3,11/09/17,10,7027720
Audiobook #1,11/09/17,7,7622310
Audiobook #1,11/09/17,7,7555020
Audiobook #7,11/09/17,6,7648620
Audiobook #9,11/09/17,4,11261910
Audiobook #1,11/09/17,5,6594940
Other,11/09/17,9,6500140
Audiobook #2,11/09/17,10,5766411
Other,11/09/17,10,4092710
Audiobook #3,11/09/17,8,10737711
Audiobook #2,11/09/17,10,6686950
Audiobook #4,11/09/17,10,6536440
Audiobook #1,11/09/17,10,7361810
Audiobook #7,11/09/17,8,6632220
Other,11/09/17,9,6640910
Audiobook #1,11/09/17,8,6537240
Audiobook #1,11/09/17,10,7398310
Audiobook #7,11/09/17,10,6571010
Audiobook #2,11/09/17,7,6544520
Audiobook #2,11/09/17,10,8748210
Audiobook #9,11/09/17,8,6551620
Audiobook #2,11/09/17,6,6657840
Audiobook #1,11/09/17,7,6549920
Audiobook #4,11/09/17,7,4663580
Audiobook #1,11/09/17,8,6596410
Audiobook #4,11/09/17,8,7160220
Audiobook #1,11/09/17,10,1602911
Audiobook #1,11/09/17,10,6733540
Audiobook #1,11/09/17,8,6562420
Audiobook #2,11/09/17,10,6809310
Audiobook #2,11/09/17,10,5510610
Audiobook #1,11/09/17,8,6774320
Audiobook #1,11/09/17,8,7917550
Audiobook #1,11/09/17,10,6648240
Audiobook #2,11/09/17,7,8735040
Audiobook #7,11/09/17,8,6931120
Audiobook #3,11/09/17,9,6822420
Audiobook #7,11/09/17,9,6577070
Audiobook #1,11/09/17,7,6652370
Audiobook #2,10/09/17,8,6824970
Audiobook #3,10/09/17,9,6657310
Other,10/09/17,9,6682720
Audiobook #4,10/09/17,8,8031410
Audiobook #9,10/09/17,8,6727710
Audiobook #1,10/09/17,10,6683811
Audiobook #4,10/09/17,7,6947140
Audiobook #2,10/09/17,7,11184420
Audiobook #2,10/09/17,8,6597820
Audiobook #2,10/09/17,10,7285030
Audiobook #4,10/09/17,10,6971110
Audiobook #3,10/09/17,6,6443010
Other,10/09/17,6,6593310
Audiobook #1,10/09/17,10,6726511
Audiobook #3,10/09/17,9,6611911
Audiobook #7,10/09/17,10,6710170
Audiobook #9,10/09/17,5,9735110
Other,10/09/17,9,6793830
Audiobook #3,10/09/17,9,7306630
Audiobook #9,10/09/17,10,7917311
Audiobook #7,10/09/17,9,7116720
Audiobook #5,10/09/17,10,6834470
Audiobook #3,10/09/17,10,8829811
Other,10/09/17,10,7369070
Other,10/09/17,5,7802510
Audiobook #3,10/09/17,10,6620320
Audiobook #2,10/09/17,10,6726010
Audiobook #1,10/09/17,10,6612920
Audiobook #1,10/09/17,9,6662210
Audiobook #7,10/09/17,10,6626810
Audiobook #2,10/09/17,10,6760710
Other,10/09/17,10,6710920
Audiobook #3,10/09/17,8,7416910
Other,10/09/17,10,7402610
Audiobook #2,10/09/17,10,7102010
Audiobook #2,10/09/17,10,6882510
Audiobook #4,10/09/17,8,6849590
Audiobook #4,10/09/17,7,10097810
Audiobook #3,10/09/17,8,6632110
Audiobook #2,10/09/17,5,7517910
Other,10/09/17,7,6642240
Audiobook #1,10/09/17,10,6689020
Audiobook #4,10/09/17,9,6721411
Audiobook #2,10/09/17,10,6720710
Audiobook #2,9/09/17,10,6720240
Audiobook #2,9/09/17,10,7019550
Audiobook #4,9/09/17,2,7445050
Other,9/09/17,4,7074020
Audiobook #7,9/09/17,10,6639620
Audiobook #1,9/09/17,10,6805870
Other,9/09/17,8,7227920
Audiobook #3,9/09/17,9,4821180
Audiobook #4,9/09/17,7,6635510
Audiobook #3,9/09/17,10,6811310
Audiobook #1,9/09/17,8,6635370
Other,9/09/17,10,7079211
Audiobook #1,9/09/17,10,6794730
Audiobook #1,9/09/17,10,6638710
Audiobook #4,9/09/17,10,6638270
Audiobook #4,9/09/17,10,8332420
Audiobook #1,9/09/17,10,6692920
Audiobook #4,9/09/17,4,8708730
Audiobook #2,9/09/17,10,6670820
Audiobook #1,9/09/17,9,6663211
Audiobook #1,9/09/17,10,6834020
Audiobook #1,9/09/17,10,6647510
Audiobook #7,9/09/17,9,6901030
Audiobook #1,9/09/17,8,6914720
Audiobook #1,9/09/17,9,6658410
Audiobook #4,9/09/17,9,6656370
Audiobook #5,9/09/17,10,10096590
Audiobook #4,9/09/17,10,6792770
Audiobook #1,9/09/17,10,7069030
Other,9/09/17,8,7151340
Audiobook #2,9/09/17,10,6659970
Audiobook #4,9/09/17,10,6713210
Audiobook #1,8/09/17,8,6791820
Audiobook #1,8/09/17,10,6687470
Audiobook #2,8/09/17,10,6662730
Audiobook #1,8/09/17,10,6663820
Audiobook #9,8/09/17,8,9096320
Audiobook #2,8/09/17,9,6670130
Audiobook #7,8/09/17,10,7038810
Other,8/09/17,10,6692310
Audiobook #4,8/09/17,10,6667350
Audiobook #2,8/09/17,10,6667211
Audiobook #7,8/09/17,10,6667540
Audiobook #2,8/09/17,10,6946811
Audiobook #3,8/09/17,8,6671011
Audiobook #4,8/09/17,10,7505150
Other,8/09/17,8,6840910
Audiobook #2,8/09/17,10,7372730
Audiobook #7,8/09/17,8,6706911
Audiobook #1,8/09/17,7,6685110
Audiobook #4,8/09/17,10,11765120
Audiobook #1,8/09/17,10,6687720
Audiobook #1,8/09/17,9,7211211
Audiobook #2,8/09/17,10,6851010
Audiobook #2,8/09/17,10,6726410
Other,8/09/17,9,6847410
Audiobook #2,8/09/17,8,6989611
Other,8/09/17,8,6756511
Audiobook #1,8/09/17,10,6696690
Other,7/09/17,10,6852840
Audiobook #3,7/09/17,10,6705440
Audiobook #2,7/09/17,10,6687090
Audiobook #1,7/09/17,10,6690040
Audiobook #1,7/09/17,10,6687120
Audiobook #4,7/09/17,10,6865040
Audiobook #2,7/09/17,9,6695910
Audiobook #1,7/09/17,9,6694570
Audiobook #1,7/09/17,9,6735220
Audiobook #9,7/09/17,10,9544340
Audiobook #4,7/09/17,10,6713820
Audiobook #3,7/09/17,7,8257720
Audiobook #2,7/09/17,10,7431330
Audiobook #4,7/09/17,8,6706411
Audiobook #4,7/09/17,10,6684830
Audiobook #2,7/09/17,10,6695110
Audiobook #7,7/09/17,9,6773320
Audiobook #7,7/09/17,10,8060610
Audiobook #4,7/09/17,10,7637420
Audiobook #4,7/09/17,10,6875510
Audiobook #7,7/09/17,10,7674930
Audiobook #1,7/09/17,10,6696220
Audiobook #4,7/09/17,8,8048820
Audiobook #3,7/09/17,8,7845310
Other,7/09/17,10,6770470
Audiobook #3,7/09/17,10,6571810
Audiobook #2,7/09/17,10,6774411
Audiobook #7,7/09/17,10,6699920
Audiobook #4,7/09/17,10,6915830
Audiobook #1,7/09/17,8,10140320
Audiobook #2,7/09/17,7,6507710
Audiobook #7,7/09/17,10,6731110
Audiobook #1,7/09/17,6,6977790
Audiobook #3,7/09/17,10,6705210
Audiobook #4,7/09/17,10,1588880
Audiobook #5,7/09/17,8,6739610
Audiobook #2,7/09/17,10,7038010
Audiobook #2,7/09/17,8,5646330
Audiobook #2,7/09/17,10,6995620
Other,7/09/17,8,7137620
Other,7/09/17,10,10742610
Audiobook #7,7/09/17,8,6714470
Audiobook #1,7/09/17,6,6723770
Audiobook #4,7/09/17,8,6746230
Audiobook #1,6/09/17,8,6719440
Audiobook #9,6/09/17,10,6781340
Audiobook #2,6/09/17,8,6763650
Audiobook #4,6/09/17,9,5880350
Audiobook #1,6/09/17,10,6876920
Audiobook #1,6/09/17,10,10109610
Audiobook #4,6/09/17,10,7304710
Other,6/09/17,8,6260040
Audiobook #2,6/09/17,10,6776010
Audiobook #2,6/09/17,10,6728411
Audiobook #1,6/09/17,10,6733840
Audiobook #4,6/09/17,10,9430110
Audiobook #1,6/09/17,9,7017410
Audiobook #4,6/09/17,10,6748430
Audiobook #7,6/09/17,10,6735620
Audiobook #1,6/09/17,8,6913810
Audiobook #2,6/09/17,9,7383240
Audiobook #2,6/09/17,10,6726730
Audiobook #1,6/09/17,10,6728090
Other,6/09/17,9,7334570
Audiobook #4,6/09/17,9,5389230
Audiobook #2,6/09/17,10,6740240
Audiobook #5,6/09/17,10,6831320
Audiobook #1,6/09/17,8,6755730
Audiobook #2,6/09/17,10,6731730
Audiobook #4,6/09/17,10,9269111
Audiobook #4,6/09/17,10,6732670
Audiobook #1,6/09/17,8,6249540
Audiobook #1,6/09/17,10,8132020
Audiobook #2,6/09/17,9,6749830
Audiobook #4,5/09/17,7,6749110
Audiobook #2,5/09/17,9,7217820
Audiobook #1,5/09/17,7,4515850
Audiobook #4,5/09/17,10,8288511
Audiobook #4,5/09/17,10,7154930
Other,5/09/17,7,2425710
Audiobook #2,5/09/17,10,6745020
Audiobook #1,5/09/17,10,6768640
Audiobook #2,5/09/17,10,6746710
Other,5/09/17,7,9766110
Audiobook #1,5/09/17,10,6957970
Other,5/09/17,10,6784810
Audiobook #4,5/09/17,8,7013740
Audiobook #9,5/09/17,10,6936120
Audiobook #2,5/09/17,10,6774740
Audiobook #1,5/09/17,10,6619911
Audiobook #1,5/09/17,10,7546710
Audiobook #4,5/09/17,8,6753920
Audiobook #1,5/09/17,7,6780470
Audiobook #4,5/09/17,2,6849910
Audiobook #2,5/09/17,8,6752630
Audiobook #1,5/09/17,8,6758270
Audiobook #1,5/09/17,7,6754670
Other,5/09/17,9,7255370
Audiobook #2,5/09/17,7,7144510
Audiobook #2,5/09/17,8,6757430
Audiobook #1,5/09/17,9,6757610
Audiobook #2,5/09/17,10,6935510
Audiobook #1,5/09/17,10,6773810
Audiobook #1,5/09/17,10,6748911
Audiobook #1,5/09/17,7,6772520
Audiobook #1,5/09/17,10,6839540
Other,5/09/17,8,7156220
Audiobook #4,5/09/17,10,10887840
Audiobook #3,5/09/17,10,6958310
Audiobook #5,5/09/17,9,6844010
Audiobook #1,5/09/17,10,6899720
Audiobook #2,5/09/17,10,9380910
Audiobook #1,5/09/17,9,7525930
Audiobook #2,5/09/17,10,6766670
Audiobook #7,4/09/17,8,6766410
Audiobook #2,4/09/17,7,7140010
Audiobook #4,4/09/17,10,9504430
Audiobook #3,4/09/17,8,6900611
Audiobook #9,4/09/17,8,5703950
Audiobook #1,4/09/17,10,8337920
Audiobook #1,4/09/17,10,5157260
Audiobook #1,4/09/17,8,6799120
Audiobook #1,4/09/17,10,6859420
Audiobook #1,4/09/17,8,7128140
Audiobook #2,4/09/17,10,6876810
Audiobook #1,4/09/17,10,6975820
Audiobook #1,4/09/17,10,7134770
Audiobook #7,4/09/17,10,6658210
Audiobook #3,4/09/17,10,7584410
Audiobook #3,4/09/17,10,6785520
Audiobook #2,4/09/17,9,6823950
Audiobook #1,4/09/17,10,6778120
Audiobook #1,4/09/17,10,6807930
Audiobook #2,4/09/17,10,6784230
Audiobook #1,4/09/17,8,8800120
Audiobook #7,4/09/17,8,9008820
Other,4/09/17,10,6783450
Audiobook #3,4/09/17,9,9158810
Audiobook #4,4/09/17,8,6796611
Audiobook #1,4/09/17,10,7832150
Audiobook #2,4/09/17,10,6789610
Other,4/09/17,10,6938720
Audiobook #2,4/09/17,10,10859310
Audiobook #1,4/09/17,10,6850830
Audiobook #1,4/09/17,8,7595620
Audiobook #1,4/09/17,10,7743020
Audiobook #4,4/09/17,1,6508110
Audiobook #1,4/09/17,10,7361540
Audiobook #3,4/09/17,7,8173910
Audiobook #2,4/09/17,10,7084570
Audiobook #4,4/09/17,10,6993050
Audiobook #1,4/09/17,10,6796810
Audiobook #2,4/09/17,8,7064440
Audiobook #7,4/09/17,8,6795170
Audiobook #4,4/09/17,10,6906711
Other,3/09/17,9,6833710
Audiobook #4,3/09/17,10,6800820
Audiobook #7,3/09/17,9,6800330
Audiobook #7,3/09/17,10,6836710
Audiobook #2,3/09/17,9,6949240
Audiobook #1,3/09/17,4,6817470
Audiobook #7,3/09/17,8,7765440
Audiobook #2,3/09/17,8,7685220
Audiobook #2,3/09/17,10,6806930
Audiobook #3,3/09/17,10,5173360
Audiobook #9,3/09/17,10,8005410
Other,3/09/17,10,7616910
Audiobook #7,3/09/17,9,6818370
Audiobook #1,3/09/17,6,7277710
Audiobook #3,3/09/17,10,7426940
Audiobook #9,3/09/17,8,7546510
Audiobook #1,3/09/17,9,5261311
Audiobook #9,3/09/17,9,11707720
Audiobook #3,3/09/17,8,7071640
Audiobook #2,3/09/17,8,10026340
Audiobook #3,3/09/17,10,7046811
Audiobook #3,3/09/17,9,7923130
Audiobook #4,3/09/17,10,7009830
Audiobook #1,3/09/17,8,6860320
Audiobook #1,3/09/17,10,6817510
Audiobook #1,3/09/17,10,8541020
Audiobook #1,3/09/17,9,9246930
Audiobook #1,3/09/17,8,6824020
Audiobook #1,3/09/17,4,7508640
Audiobook #2,3/09/17,10,7697720
Audiobook #1,3/09/17,8,6833110
Audiobook #2,3/09/17,10,6824210
Other,2/09/17,10,6928720
Audiobook #2,2/09/17,7,6847140
Audiobook #5,2/09/17,8,6841610
Audiobook #1,2/09/17,10,6825510
Audiobook #4,2/09/17,8,7754640
Audiobook #2,2/09/17,10,5635150
Audiobook #2,2/09/17,8,6902140
Audiobook #2,2/09/17,10,6886220
Audiobook #9,2/09/17,8,8380510
Audiobook #1,2/09/17,9,7088310
Audiobook #2,2/09/17,10,7119630
Audiobook #1,2/09/17,10,6839810
Audiobook #4,2/09/17,10,11139110
Audiobook #2,2/09/17,8,9005810
Audiobook #1,2/09/17,7,6845310
Audiobook #4,2/09/17,8,6834710
Other,2/09/17,7,6918140
Audiobook #7,2/09/17,8,8045110
Audiobook #1,2/09/17,10,6844370
Audiobook #4,2/09/17,8,6976810
Audiobook #2,2/09/17,10,7213310
Audiobook #2,2/09/17,5,8001210
Audiobook #5,2/09/17,8,6842840
Audiobook #5,2/09/17,9,6844811
Other,2/09/17,10,6951920
Audiobook #3,2/09/17,10,6848820
Audiobook #5,2/09/17,10,6254270
Audiobook #5,2/09/17,10,7158210
Audiobook #4,2/09/17,8,6845570
Audiobook #3,2/09/17,10,7010920
Audiobook #2,2/09/17,10,7591650
Other,2/09/17,10,6923220
Audiobook #9,2/09/17,10,1151960
Audiobook #2,2/09/17,8,9033510
Audiobook #1,1/09/17,10,7621720
Audiobook #2,1/09/17,9,6880410
Audiobook #5,1/09/17,6,6879830
Audiobook #3,1/09/17,9,6851410
Audiobook #1,1/09/17,10,6919240
Audiobook #5,1/09/17,10,7453210
Audiobook #5,1/09/17,8,7073370
Audiobook #4,1/09/17,7,6945720
Audiobook #1,1/09/17,9,6855210
Audiobook #1,1/09/17,10,7808010
Other,1/09/17,10,6872220
Audiobook #1,1/09/17,10,7593320
Audiobook #1,1/09/17,8,6862420
Audiobook #1,1/09/17,10,6879910
Audiobook #3,1/09/17,10,7146130
Audiobook #2,1/09/17,7,6849030
Audiobook #1,1/09/17,10,7143911
Audiobook #7,1/09/17,10,7649940
Other,1/09/17,7,9255430
Audiobook #3,1/09/17,10,6858830
Audiobook #2,1/09/17,10,6355720
Audiobook #1,1/09/17,10,9488020
Other,1/09/17,6,6890510
Audiobook #5,1/09/17,8,10509220
Audiobook #7,1/09/17,10,7358430
Audiobook #5,1/09/17,8,6895440
Audiobook #1,1/09/17,10,8082220
Audiobook #1,1/09/17,10,6864520
Audiobook #1,1/09/17,10,6897820
Audiobook #1,1/09/17,8,7296520
Audiobook #7,1/09/17,10,6873020
Audiobook #1,1/09/17,10,6987110
Audiobook #3,1/09/17,10,8607440
Audiobook #7,1/09/17,10,7140640
Audiobook #1,1/09/17,10,1578530
Audiobook #3,1/09/17,10,6874620
Audiobook #4,1/09/17,10,6970010
Audiobook #3,1/09/17,9,10359620
Other,1/09/17,10,6746370
Audiobook #3,1/09/17,10,6867130
Audiobook #4,31/08/17,8,7889440
Audiobook #2,31/08/17,8,6935920
Audiobook #4,31/08/17,7,6965011
Audiobook #4,31/08/17,10,7857330
Audiobook #2,31/08/17,10,8233540
Audiobook #7,31/08/17,8,7093110
Audiobook #2,31/08/17,7,6885630
Audiobook #2,31/08/17,9,7545630
Audiobook #1,31/08/17,10,6902611
Audiobook #2,31/08/17,9,6809411
Audiobook #1,31/08/17,10,9441910
Audiobook #1,31/08/17,10,6969240
Audiobook #1,31/08/17,10,6876070
Audiobook #3,31/08/17,7,7456120
Audiobook #2,31/08/17,6,6906510
Other,31/08/17,7,6878420
Audiobook #9,31/08/17,10,6838710
Audiobook #5,31/08/17,8,6668940
Audiobook #2,31/08/17,8,6879420
Other,31/08/17,8,6996240
Audiobook #2,31/08/17,8,6881610
Audiobook #2,31/08/17,10,6882320
Audiobook #2,31/08/17,5,7028130
Audiobook #2,31/08/17,10,6882640
Audiobook #1,31/08/17,10,6883220
Audiobook #1,31/08/17,10,6894510
Audiobook #2,31/08/17,9,6884520
Audiobook #1,31/08/17,10,6939120
Audiobook #4,31/08/17,7,6928070
Audiobook #4,31/08/17,9,7133750
Audiobook #1,31/08/17,10,7124510
Other,31/08/17,10,6501210
Audiobook #9,30/08/17,10,6971240
Other,30/08/17,10,8505010
Audiobook #5,30/08/17,10,6955011
Audiobook #4,30/08/17,7,6913510
Audiobook #1,30/08/17,10,6892340
Audiobook #2,30/08/17,8,7233570
Audiobook #1,30/08/17,10,6896890
Audiobook #1,30/08/17,9,6896120
Audiobook #7,30/08/17,10,7008320
Audiobook #7,30/08/17,10,7136840
Other,30/08/17,7,7097320
Audiobook #1,30/08/17,10,6960140
Audiobook #2,30/08/17,4,6961470
Audiobook #1,30/08/17,7,8080030
Audiobook #2,30/08/17,10,7192040
Audiobook #4,30/08/17,9,6898910
Audiobook #2,30/08/17,9,5458420
Audiobook #3,30/08/17,10,6982310
Audiobook #1,30/08/17,9,8021910
Audiobook #2,30/08/17,9,6903970
Audiobook #9,30/08/17,10,11600220
Audiobook #4,30/08/17,10,10882810
Audiobook #2,30/08/17,10,6946450
Audiobook #1,30/08/17,8,6917420
Audiobook #1,30/08/17,9,6937320
Audiobook #2,30/08/17,10,7643511
Audiobook #4,30/08/17,6,6916540
Audiobook #4,30/08/17,9,6907950
Audiobook #4,30/08/17,10,8356910
Audiobook #2,30/08/17,10,9346240
Audiobook #2,30/08/17,10,7983630
Other,30/08/17,10,7089930
Audiobook #7,30/08/17,10,6928910
Audiobook #7,30/08/17,10,8610920
Audiobook #7,30/08/17,10,7773610
Audiobook #1,30/08/17,9,6948620
Audiobook #1,30/08/17,8,9107010
Other,30/08/17,9,6914340
Audiobook #1,30/08/17,5,6916620
Other,30/08/17,9,6923140
Audiobook #2,30/08/17,10,10441320
Audiobook #2,30/08/17,10,6640040
Other,30/08/17,10,9949210
Audiobook #2,30/08/17,8,6940930
Audiobook #3,29/08/17,10,7316630
Audiobook #1,29/08/17,10,7586820
Audiobook #4,29/08/17,10,6942910
Audiobook #1,29/08/17,7,6948510
Other,29/08/17,5,7754220
Other,29/08/17,8,7031010
Audiobook #7,29/08/17,7,6939320
Audiobook #4,29/08/17,8,1287010
Audiobook #3,29/08/17,8,7198830
Audiobook #3,29/08/17,10,8077210
Other,29/08/17,10,7039510
Audiobook #1,29/08/17,10,6932110
Audiobook #7,29/08/17,8,7065620
Audiobook #2,29/08/17,9,6959520
Audiobook #7,29/08/17,10,6972010
Audiobook #9,29/08/17,8,1416380
Audiobook #5,29/08/17,10,6931810
Audiobook #1,29/08/17,10,6966230
Audiobook #2,29/08/17,10,7442010
Audiobook #1,29/08/17,10,9018940
Audiobook #1,29/08/17,10,6933530
Audiobook #1,29/08/17,10,2387310
Audiobook #7,29/08/17,8,7116220
Audiobook #2,29/08/17,8,7014710
Audiobook #1,29/08/17,10,6939570
Audiobook #1,29/08/17,9,9144910
Audiobook #4,29/08/17,10,6974930
Other,29/08/17,9,10210320
Audiobook #1,29/08/17,10,7366720
Audiobook #9,29/08/17,8,7118120
Audiobook #1,29/08/17,10,7535420
Audiobook #1,29/08/17,10,6940790
Audiobook #2,29/08/17,9,7418910
Audiobook #4,29/08/17,10,7014110
Audiobook #2,29/08/17,9,7407610
Other,29/08/17,10,6946111
Audiobook #4,29/08/17,10,7426310
Audiobook #4,29/08/17,6,9090310
Audiobook #3,29/08/17,10,6948220
Audiobook #5,29/08/17,7,4620280
Audiobook #5,28/08/17,10,8003810
Audiobook #2,28/08/17,9,8033320
Audiobook #2,28/08/17,8,6964340
Audiobook #7,28/08/17,9,6976320
Audiobook #2,28/08/17,10,7983140
Audiobook #3,28/08/17,9,7601610
Audiobook #1,28/08/17,10,6977420
Audiobook #1,28/08/17,10,6974740
Audiobook #1,28/08/17,10,6962920
Audiobook #1,28/08/17,8,6962510
Audiobook #1,28/08/17,8,6957611
Audiobook #7,28/08/17,10,6965240
Other,28/08/17,10,6968970
Audiobook #3,28/08/17,10,11199610
Audiobook #1,28/08/17,10,7002710
Audiobook #7,28/08/17,9,7106130
Audiobook #9,28/08/17,8,7005540
Audiobook #2,28/08/17,9,7472330
Audiobook #4,28/08/17,10,6976190
Audiobook #2,28/08/17,10,6962410
Audiobook #2,28/08/17,10,6961940
Other,28/08/17,10,7925430
Audiobook #2,28/08/17,10,7068630
Audiobook #1,28/08/17,10,7012730
Audiobook #3,28/08/17,6,10898520
Audiobook #2,28/08/17,8,7387940
Audiobook #2,28/08/17,10,5034060
Audiobook #1,28/08/17,7,7332210
Other,28/08/17,9,7071010
Audiobook #7,28/08/17,10,9466610
Audiobook #9,28/08/17,7,6979640
Audiobook #7,28/08/17,8,5149360
Audiobook #3,28/08/17,8,6971910
Audiobook #4,28/08/17,10,6973640
Audiobook #7,28/08/17,9,8928710
Audiobook #1,28/08/17,10,7953090
Audiobook #2,28/08/17,9,8437820
Audiobook #7,28/08/17,8,8960810
Audiobook #1,28/08/17,10,8217610
Audiobook #2,28/08/17,10,8651211
Audiobook #2,28/08/17,10,6978510
Audiobook #2,28/08/17,10,8011520
Audiobook #1,28/08/17,8,7362710
Audiobook #9,27/08/17,8,6980530
Audiobook #1,27/08/17,10,7258530
Audiobook #5,27/08/17,10,9697110
Audiobook #3,27/08/17,7,6980010
Audiobook #4,27/08/17,10,2297270
Audiobook #1,27/08/17,6,7020020
Other,27/08/17,10,11567640
Other,27/08/17,6,7825910
Audiobook #5,27/08/17,10,7100030
Audiobook #1,27/08/17,9,7707110
Audiobook #3,27/08/17,10,9235810
Other,27/08/17,9,7018730
Audiobook #2,27/08/17,9,7236010
Audiobook #1,27/08/17,10,7046240
Audiobook #2,27/08/17,10,7337940
Audiobook #2,27/08/17,10,9969140
Other,27/08/17,8,7053670
Audiobook #1,27/08/17,9,7020311
Audiobook #1,27/08/17,10,7017340
Audiobook #1,27/08/17,8,4359910
Audiobook #2,27/08/17,10,6991611
Other,27/08/17,10,7006990
Other,27/08/17,6,7075120
Audiobook #9,27/08/17,10,6991270
Audiobook #1,27/08/17,10,7052710
Audiobook #4,27/08/17,10,7071190
Audiobook #9,27/08/17,8,7064810
Audiobook #4,27/08/17,10,7193810
Audiobook #1,27/08/17,10,6997440
Audiobook #4,27/08/17,8,7007420
Audiobook #1,27/08/17,10,7020710
Audiobook #4,27/08/17,10,11385410
Audiobook #7,27/08/17,9,7097040
Audiobook #2,27/08/17,8,7001420
Audiobook #3,27/08/17,10,4757480
Audiobook #2,27/08/17,10,7635910
Other,27/08/17,10,7177810
Audiobook #3,26/08/17,9,7519030
Other,26/08/17,10,7677840
Audiobook #4,26/08/17,10,7712211
Audiobook #2,26/08/17,7,7801740
Audiobook #2,26/08/17,10,7494420
Audiobook #1,26/08/17,10,7006570
Audiobook #1,26/08/17,10,7021530
Audiobook #2,26/08/17,10,3829330
Audiobook #1,26/08/17,8,9423110
Audiobook #3,26/08/17,10,7647230
Audiobook #2,26/08/17,10,9127090
Audiobook #2,26/08/17,10,7010870
Audiobook #2,26/08/17,10,7024710
Audiobook #1,26/08/17,10,7011730
Audiobook #3,26/08/17,9,7079470
Audiobook #4,26/08/17,9,7895250
Other,26/08/17,9,6295050
Audiobook #7,26/08/17,10,7467620
Audiobook #2,26/08/17,8,7129311
Audiobook #3,26/08/17,9,7094810
Audiobook #9,26/08/17,7,7012220
Audiobook #2,26/08/17,10,7388720
Audiobook #1,26/08/17,9,11073620
Audiobook #9,26/08/17,10,7451310
Audiobook #1,26/08/17,8,7016570
Audiobook #9,26/08/17,10,4681710
Audiobook #1,26/08/17,8,10728290
Audiobook #1,26/08/17,9,7736440
Audiobook #1,26/08/17,7,7146240
Audiobook #2,26/08/17,2,7036240
Audiobook #2,26/08/17,10,7020930
Audiobook #1,26/08/17,9,7017920
Audiobook #7,26/08/17,10,7018910
Audiobook #7,26/08/17,9,7120910
Audiobook #3,26/08/17,9,7185220
Audiobook #4,25/08/17,8,7036710
Audiobook #4,25/08/17,10,8010520
Audiobook #5,25/08/17,10,7039990
Audiobook #3,25/08/17,9,7183040
Audiobook #2,25/08/17,8,7603010
Audiobook #1,25/08/17,9,7713340
Audiobook #4,25/08/17,7,6778940
Audiobook #1,25/08/17,9,7220010
Audiobook #2,25/08/17,8,7024230
Audiobook #1,25/08/17,5,8492930
Other,25/08/17,10,7752810
Audiobook #4,25/08/17,10,7291320
Audiobook #3,25/08/17,9,6241540
Audiobook #1,25/08/17,10,7025570
Audiobook #3,25/08/17,8,7026730
Audiobook #2,25/08/17,3,8696240
Audiobook #1,25/08/17,10,7056690
Audiobook #4,25/08/17,8,7052510
Audiobook #3,25/08/17,10,7034420
Audiobook #9,25/08/17,10,7575510
Audiobook #2,25/08/17,10,9029111
Other,25/08/17,10,7377130
Audiobook #4,25/08/17,10,7039110
Audiobook #2,25/08/17,10,7062340
Audiobook #3,25/08/17,10,7354670
Audiobook #3,25/08/17,8,7044010
Audiobook #9,25/08/17,10,8319120
Audiobook #7,25/08/17,10,7049010
Audiobook #3,25/08/17,10,7351170
Audiobook #2,25/08/17,10,7141010
Audiobook #3,25/08/17,9,5016340
Audiobook #1,25/08/17,6,9237610
Audiobook #2,25/08/17,9,8061320
Audiobook #2,25/08/17,8,9693540
Other,25/08/17,7,7718211
Audiobook #3,25/08/17,10,7064211
Audiobook #4,25/08/17,10,7746920
Audiobook #2,25/08/17,10,7069340
Audiobook #4,24/08/17,10,7617710
Audiobook #1,24/08/17,10,7061530
Audiobook #1,24/08/17,10,7067240
Audiobook #2,24/08/17,10,8509230
Other,24/08/17,8,8975420
Audiobook #1,24/08/17,8,8991840
Audiobook #1,24/08/17,10,9013520
Audiobook #3,24/08/17,10,7103511
Audiobook #4,24/08/17,9,7139240
Audiobook #2,24/08/17,3,7919630
Audiobook #4,24/08/17,9,7099810
Audiobook #1,24/08/17,8,7053130
Audiobook #1,24/08/17,10,7097410
Audiobook #2,24/08/17,10,7921010
Audiobook #7,24/08/17,10,8088020
Audiobook #1,24/08/17,9,7926111
Audiobook #3,24/08/17,8,7084210
Audiobook #7,24/08/17,10,7105010
Audiobook #7,24/08/17,10,7062910
Audiobook #2,24/08/17,9,7060490
Audiobook #1,24/08/17,10,7063311
Audiobook #3,24/08/17,7,7176020
Audiobook #1,24/08/17,9,7301820
Audiobook #1,24/08/17,10,7063510
Audiobook #1,24/08/17,9,7474740
Audiobook #2,24/08/17,10,2457280
Audiobook #2,24/08/17,6,7088920
Audiobook #4,24/08/17,10,9989240
